# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	lcl|LVVK01000020.1_cds_OPB38119.1_1221	4711.8	3332	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	lcl|LVVK01000003.1_cds_OPB46474.1_6580	3631.1	2578	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	lcl|LVVK01000019.1_cds_OPB39286.1_4980	2311.5	2308	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	lcl|LVVK01000002.1_cds_OPB46683.1_6789	3835.2	1980	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	lcl|LVVK01000018.1_cds_OPB39743.1_9557	3196.1	1733	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	lcl|LVVK01000011.1_cds_OPB42858.1_8466	3215.7	1762	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	lcl|LVVK01000017.1_cds_OPB40488.1_567	1491.5	1354	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	lcl|LVVK01000023.1_cds_OPB36812.1_5879	2793.2	1770	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	lcl|LVVK01000019.1_cds_OPB39360.1_5054	4693.9	3823	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	lcl|LVVK01000022.1_cds_OPB37568.1_4470	4152.3	2900	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	lcl|LVVK01000023.1_cds_OPB36523.1_5590	1038.0	950	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	lcl|LVVK01000005.1_cds_OPB45413.1_7600	590.0	631	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	lcl|LVVK01000013.1_cds_OPB42048.1_3160	1756.3	1663	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
