# BUSCO version is: 4.0.beta1 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2019-11-20, number of species: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Score	Length
377at4890	Complete	lcl|JPDN02000028.1_cds_PON23527.1_4926	4704.9	3334	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	lcl|JPDN02000013.1_cds_PON26585.1_1558	3633.0	2590	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	lcl|JPDN02000034.1_cds_PON22787.1_6178	2333.7	2419	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	lcl|JPDN02000060.1_cds_PON20805.1_9389	3840.9	1981	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	lcl|JPDN02000034.1_cds_PON22860.1_6251	3194.6	1734	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	lcl|JPDN02000003.1_cds_PON30022.1_5582	3213.0	1778	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	lcl|JPDN02000009.1_cds_PON27645.1_10938	1506.5	1386	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	lcl|JPDN02000042.1_cds_PON22070.1_7477	2795.4	1770	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	lcl|JPDN02000010.1_cds_PON27239.1_557	4695.2	3799	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	lcl|JPDN02000022.1_cds_PON24516.1_3901	4151.7	2912	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	lcl|JPDN02000002.1_cds_PON30566.1_3439	1036.6	934	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	lcl|JPDN02000040.1_cds_PON22218.1_7236	589.4	638	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	lcl|JPDN02000072.1_cds_PON20356.1_10215	1758.4	1628	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Complete	lcl|JPDN02000028.1_cds_PON23655.1_5054	2832.7	2006	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	lcl|JPDN02000015.1_cds_PON26154.1_2071	1754.3	1444	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	lcl|JPDN02000048.1_cds_PON21531.1_7899	2095.2	1399	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	lcl|JPDN02000021.1_cds_PON24884.1_3847	373.2	546	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	lcl|JPDN02000049.1_cds_PON21459.1_7959	775.2	678	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Missing
4961at4890	Complete	lcl|JPDN02000001.1_cds_PON31046.1_466	1092.4	905	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	lcl|JPDN02000052.1_cds_PON21242.1_8603	1200.1	997	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	lcl|JPDN02000007.1_cds_PON28409.1_10034	1375.9	1024	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	lcl|JPDN02000057.1_cds_PON20975.1_8925	1008.1	758	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	lcl|JPDN02000011.1_cds_PON27170.1_1071	1685.4	1040	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	lcl|JPDN02000002.1_cds_PON30399.1_3272	2910.5	1781	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	lcl|JPDN02000006.1_cds_PON28539.1_9116	1700.0	943	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Complete	lcl|JPDN02000023.1_cds_PON24310.1_4097	2200.9	1305	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	lcl|JPDN02000003.1_cds_PON29708.1_5268	906.9	789	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	lcl|JPDN02000001.1_cds_PON31015.1_435	883.5	1110	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	lcl|JPDN02000027.1_cds_PON23713.1_4815	1040.7	893	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	lcl|JPDN02000001.1_cds_PON30819.1_239	1486.9	972	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
8502at4890	Complete	lcl|JPDN02000048.1_cds_PON21523.1_7891	1105.6	871	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8502at4890	Complete	lcl|JPDN02000006.1_cds_PON28637.1_9214	1130.9	871	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8809at4890	Complete	lcl|JPDN02000008.1_cds_PON28005.1_10528	2159.0	1409	https://www.orthodb.org/v10?query=8809at4890	SNF2-related, N-terminal domain
8846at4890	Complete	lcl|JPDN02000040.1_cds_PON22205.1_7223	1074.0	981	https://www.orthodb.org/v10?query=8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
9309at4890	Complete	lcl|JPDN02000035.1_cds_PON22691.1_6288	1523.1	1011	https://www.orthodb.org/v10?query=9309at4890	DNA polymerase
9453at4890	Complete	lcl|JPDN02000033.1_cds_PON22976.1_6142	325.3	260	https://www.orthodb.org/v10?query=9453at4890	Kinase
9673at4890	Complete	lcl|JPDN02000013.1_cds_PON26532.1_1505	1443.6	947	https://www.orthodb.org/v10?query=9673at4890	Phosphoribosylformylglycinamidine synthase
9707at4890	Complete	lcl|JPDN02000047.1_cds_PON21647.1_7873	1013.5	761	https://www.orthodb.org/v10?query=9707at4890	Rho GTPase activation protein
9929at4890	Missing
10358at4890	Complete	lcl|JPDN02000060.1_cds_PON20830.1_9414	1632.0	1374	https://www.orthodb.org/v10?query=10358at4890	nucleic acid-binding protein
10480at4890	Complete	lcl|JPDN02000012.1_cds_PON26913.1_1371	1152.5	1100	https://www.orthodb.org/v10?query=10480at4890	Protein kinase
10555at4890	Complete	lcl|JPDN02000002.1_cds_PON30390.1_3263	1074.0	811	https://www.orthodb.org/v10?query=10555at4890	Anaphase-promoting complex subunit 1
10728at4890	Complete	lcl|JPDN02000008.1_cds_PON27910.1_10433	1473.6	1470	https://www.orthodb.org/v10?query=10728at4890	Armadillo-type fold
10795at4890	Complete	lcl|JPDN02000003.1_cds_PON29740.1_5300	1302.4	858	https://www.orthodb.org/v10?query=10795at4890	Exportin-1
10872at4890	Complete	lcl|JPDN02000031.1_cds_PON23130.1_5814	1960.4	1304	https://www.orthodb.org/v10?query=10872at4890	Myosin-2
10917at4890	Complete	lcl|JPDN02000016.1_cds_PON25753.1_2166	770.4	974	https://www.orthodb.org/v10?query=10917at4890	Histone transcription regulator 3
10962at4890	Complete	lcl|JPDN02000058.1_cds_PON20925.1_8980	1611.4	912	https://www.orthodb.org/v10?query=10962at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11266at4890	Complete	lcl|JPDN02000010.1_cds_PON27386.1_704	907.1	705	https://www.orthodb.org/v10?query=11266at4890	MAP kinase kinase kinase
11622at4890	Complete	lcl|JPDN02000070.1_cds_PON20431.1_10151	1061.9	886	https://www.orthodb.org/v10?query=11622at4890	HECT domain
11641at4890	Complete	lcl|JPDN02000038.1_cds_PON22467.1_6659	833.5	793	https://www.orthodb.org/v10?query=11641at4890	Winged helix-like DNA-binding domain superfamily
11683at4890	Complete	lcl|JPDN02000023.1_cds_PON24318.1_4105	1575.3	929	https://www.orthodb.org/v10?query=11683at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11818at4890	Complete	lcl|JPDN02000050.1_cds_PON21380.1_8451	671.7	492	https://www.orthodb.org/v10?query=11818at4890	DNA-directed RNA polymerase
11820at4890	Complete	lcl|JPDN02000003.1_cds_PON29861.1_5421	1478.4	1084	https://www.orthodb.org/v10?query=11820at4890	Acyl-CoA ligase
11957at4890	Complete	lcl|JPDN02000002.1_cds_PON30166.1_3039	1706.9	945	https://www.orthodb.org/v10?query=11957at4890	DNA polymerase
12223at4890	Complete	lcl|JPDN02000014.1_cds_PON26326.1_1771	837.1	1073	https://www.orthodb.org/v10?query=12223at4890	Nucleoporin
13059at4890	Complete	lcl|JPDN02000004.1_cds_PON29335.1_6876	1096.1	668	https://www.orthodb.org/v10?query=13059at4890	Chitin synthase 4
13343at4890	Complete	lcl|JPDN02000008.1_cds_PON27887.1_10410	931.7	1085	https://www.orthodb.org/v10?query=13343at4890	tRNA (Cytidine(32)-2'-O)-methyltransferase non-catalytic subunit TRM732
13514at4890	Complete	lcl|JPDN02000014.1_cds_PON26349.1_1794	1251.3	760	https://www.orthodb.org/v10?query=13514at4890	DNA polymerase gamma
13724at4890	Complete	lcl|JPDN02000009.1_cds_PON27544.1_10837	685.3	832	https://www.orthodb.org/v10?query=13724at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
14399at4890	Complete	lcl|JPDN02000014.1_cds_PON26393.1_1838	1493.7	912	https://www.orthodb.org/v10?query=14399at4890	Elongation factor 3
14698at4890	Complete	lcl|JPDN02000047.1_cds_PON21593.1_7819	857.3	492	https://www.orthodb.org/v10?query=14698at4890	Phospholipase
14869at4890	Complete	lcl|JPDN02000007.1_cds_PON28379.1_10004	1067.4	1033	https://www.orthodb.org/v10?query=14869at4890	Protein cft1
15077at4890	Complete	lcl|JPDN02000003.1_cds_PON29786.1_5346	444.0	831	https://www.orthodb.org/v10?query=15077at4890	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
15115at4890	Complete	lcl|JPDN02000017.1_cds_PON25545.1_2412	1134.7	825	https://www.orthodb.org/v10?query=15115at4890	MIF4G-like domain superfamily
15281at4890	Complete	lcl|JPDN02000008.1_cds_PON27940.1_10463	1696.5	1130	https://www.orthodb.org/v10?query=15281at4890	Tetratricopeptide repeat
16256at4890	Complete	lcl|JPDN02000014.1_cds_PON26438.1_1883	998.1	586	https://www.orthodb.org/v10?query=16256at4890	Glycine cleavage system P protein
16504at4890	Complete	lcl|JPDN02000006.1_cds_PON28667.1_9244	294.8	264	https://www.orthodb.org/v10?query=16504at4890	HECT domain
16552at4890	Complete	lcl|JPDN02000070.1_cds_PON20415.1_10135	1602.5	1058	https://www.orthodb.org/v10?query=16552at4890	Patched sphingolipid transporter
16615at4890	Complete	lcl|JPDN02000038.1_cds_PON22430.1_6622	1414.4	915	https://www.orthodb.org/v10?query=16615at4890	DNA topoisomerase 2
16998at4890	Complete	lcl|JPDN02000018.1_cds_PON25417.1_2696	1578.7	1064	https://www.orthodb.org/v10?query=16998at4890	DNA polymerase
17020at4890	Complete	lcl|JPDN02000002.1_cds_PON30378.1_3251	308.7	363	https://www.orthodb.org/v10?query=17020at4890	Ubiquitin carboxyl-terminal hydrolase
17135at4890	Complete	lcl|JPDN02000004.1_cds_PON29413.1_6954	849.8	706	https://www.orthodb.org/v10?query=17135at4890	WD40 repeat
17730at4890	Complete	lcl|JPDN02000052.1_cds_PON21237.1_8598	1260.9	864	https://www.orthodb.org/v10?query=17730at4890	P-loop containing nucleoside triphosphate hydrolase protein
18066at4890	Complete	lcl|JPDN02000012.1_cds_PON26930.1_1388	1214.5	749	https://www.orthodb.org/v10?query=18066at4890	P-type ATPase
18168at4890	Complete	lcl|JPDN02000002.1_cds_PON30389.1_3262	299.8	333	https://www.orthodb.org/v10?query=18168at4890	WD40/YVTN repeat-like-containing domain superfamily
18331at4890	Complete	lcl|JPDN02000007.1_cds_PON28411.1_10036	1020.8	888	https://www.orthodb.org/v10?query=18331at4890	Transcription initiation factor TFIID subunit 2
18372at4890	Complete	lcl|JPDN02000038.1_cds_PON22454.1_6646	2301.9	1815	https://www.orthodb.org/v10?query=18372at4890	Cell morphogenesis central region
18627at4890	Complete	lcl|JPDN02000027.1_cds_PON23664.1_4766	1293.2	758	https://www.orthodb.org/v10?query=18627at4890	ATP-dependent RNA helicase DOB1
18887at4890	Complete	lcl|JPDN02000054.1_cds_PON21165.1_8783	1491.1	793	https://www.orthodb.org/v10?query=18887at4890	2-oxoglutarate dehydrogenase E1 component
19101at4890	Complete	lcl|JPDN02000020.1_cds_PON25100.1_3636	1249.3	951	https://www.orthodb.org/v10?query=19101at4890	Peptide hydrolase
19415at4890	Complete	lcl|JPDN02000003.1_cds_PON29729.1_5289	1022.0	765	https://www.orthodb.org/v10?query=19415at4890	FACT complex subunit spt16
19486at4890	Complete	lcl|JPDN02000009.1_cds_PON27687.1_10980	1009.6	893	https://www.orthodb.org/v10?query=19486at4890	putative importin subunit beta-4
19513at4890	Complete	lcl|JPDN02000023.1_cds_PON24377.1_4164	1892.5	1763	https://www.orthodb.org/v10?query=19513at4890	WD40-repeat-containing domain
19760at4890	Complete	lcl|JPDN02000001.1_cds_PON30823.1_243	1370.6	919	https://www.orthodb.org/v10?query=19760at4890	Condensin complex subunit 1
20261at4890	Complete	lcl|JPDN02000001.1_cds_PON30915.1_335	1255.7	796	https://www.orthodb.org/v10?query=20261at4890	26S proteasome regulatory subunit RPN2
20272at4890	Complete	lcl|JPDN02000019.1_cds_PON25190.1_2861	1303.5	822	https://www.orthodb.org/v10?query=20272at4890	NAD-specific glutamate dehydrogenase
20419at4890	Complete	lcl|JPDN02000008.1_cds_PON28140.1_10663	911.3	602	https://www.orthodb.org/v10?query=20419at4890	P-loop containing nucleoside triphosphate hydrolase protein
20492at4890	Complete	lcl|JPDN02000057.1_cds_PON20996.1_8946	1471.0	1283	https://www.orthodb.org/v10?query=20492at4890	Protein dopey
20588at4890	Complete	lcl|JPDN02000001.1_cds_PON31128.1_548	1312.2	897	https://www.orthodb.org/v10?query=20588at4890	Importin subunit beta-3
20789at4890	Complete	lcl|JPDN02000008.1_cds_PON28003.1_10526	1226.6	1185	https://www.orthodb.org/v10?query=20789at4890	Structural maintenance of chromosomes protein
20855at4890	Complete	lcl|JPDN02000002.1_cds_PON30233.1_3106	1279.5	746	https://www.orthodb.org/v10?query=20855at4890	WD40-repeat-containing domain
21153at4890	Complete	lcl|JPDN02000006.1_cds_PON28586.1_9163	1452.8	946	https://www.orthodb.org/v10?query=21153at4890	WD40-repeat-containing domain
21311at4890	Complete	lcl|JPDN02000002.1_cds_PON30540.1_3413	1008.4	838	https://www.orthodb.org/v10?query=21311at4890	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
