PNP36992.1	MER0481479-subfamilyM24Bunassignedpeptidases(Trichodermaatroviride)[M24.UPB]#M24B#{peptidaseunit:316-574}~sourceEHK51064~	6.3e-149	98.8	258
PNP37002.1	MER0624814-familyC56non-peptidasehomologues(Gibberellazeae)[C56.UNW]#C56#{peptidaseunit:43-199}~sourceXP_383530~	6.4e-74	87.1	155
PNP37018.1	MER0788208-familyI51unassignedpeptidaseinhibitors(Pseudogymnoascuspannorum)[I51.UPW]#I51#{inhibitorunit:12-171}~sourceA0A094GAB0~	1.9e-79	85	160
PNP37022.1	MER0228745-familyT3unassignedpeptidases(Magnaportheoryzae)[T03.UPW]#T03#{peptidaseunit:386-475}~sourceXP_001522096~	6.7e-14	44.6	92
PNP37053.1	MER0032561-familyS9unassignedpeptidases(Aspergillusoryzae)[S09.UPW]#S09X#{peptidaseunit:96-454}~sourceAO070240000026~	3.1e-75	41.2	354
PNP37057.1	MER1074563-aorsin(Trichodermaatroviride)[S53.007]#S53#{peptidaseunit:216-679}~sourceG9NE12~	6e-279	97.4	464
PNP37058.1	MER0032480-familyM38unassignedpeptidases(Aspergillusoryzae)[M38.UPW]#M38#{peptidaseunit:39-425}~sourceAO070307000063~	2.8e-157	69.5	387
PNP37073.1	MER0381050-familyS33unassignedpeptidases(Trichodermaatroviride)[S33.UPW]#S33#{peptidaseunit:24-266}~sourceEHK51065~	3.3e-124	88.9	243
PNP37086.1	MER0275595-aminopeptidaseY(Trichodermareesei)[M28.001]#M28A#{peptidaseunit:245-490}~sourceEGR45673~	1.5e-135	95.1	244
PNP37088.1	MER0032477-familyM38unassignedpeptidases(Aspergillusoryzae)[M38.UPW]#M38#{peptidaseunit:64-437}~sourceAO070257000044~	5.3e-134	63.7	366
PNP37089.1	MER0379542-oxamateamidohydrolaseproenzyme({Klebsiellapneumonia})(Trichodermaatroviride)[T03.025]#T03#{peptidaseunit:38-586}~sourceEHK41571~	1.39999999999998e-310	95.3	549
PNP37092.1	MER0064128-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:27-298}~sourceXP_386641~	2.9e-65	44.3	271
PNP37103.1	MER0500472-familyM79unassignedpeptidases(Listeriamonocytogenes)[M79.UPW]#M79#{peptidaseunit:37-103}~sourceYP_007602758~	5.6e-09	55.9	59
PNP37118.1	MER1230431-subfamilyM14Aunassignedpeptidases(Trichodermagamsii)[M14.UPA]#M14A#{peptidaseunit:123-437}~sourceXP_018662047~	6.8e-198	100	315
PNP37139.1	MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~	1e-17	41.4	133
PNP37140.1	MER0065341-familyS54unassignedpeptidases(Gibberellazeae)[S54.UPW]#S54#{peptidaseunit:26-266}~sourceXP_388130~	8.2e-90	68.8	234
PNP37150.1	MER0431507-ubp8({Schizosaccharomycespombe}-type)(Fusariumoxysporum)[C19.A61]#C19#{peptidaseunit:98-513}~sourceEGU85371~	6.3e-211	81.3	417
PNP37170.1	MER1360781-familyA31non-peptidasehomologues(Thecamonastrahens)[A31.UNW]#A31#{peptidaseunit:181-256}~sourceXP_013753081~	8.7e-10	44.4	81
PNP37209.1	MER0146194-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:89-291}~sourceENSCSAVP00000016518~	2.2e-36	36.7	207
PNP37296.1	MER0064864-familyS9non-peptidasehomologues(Gibberellazeae)[S09.UNW]#S09X#{peptidaseunit:104-425}~sourceXP_389440~	2.7e-126	64.2	318
PNP37304.1	MER0402098-subfamilyS8Aunassignedpeptidases(Trichodermaatroviride)[S08.UPA]#S08A#{peptidaseunit:92-333}~sourceEHK40543~	1.5e-129	96.3	242
PNP37319.1	MER0136116-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:521-715}~sourceBDEG_08400~	4.1e-11	29.4	201
PNP37346.1	MER0211573-familyS33unassignedpeptidases(Sclerotiniasclerotiorum)[S33.UPW]#S33#{peptidaseunit:131-379}~sourceXP_001591647~	2.7e-52	44	250
PNP37356.1	MER0327853-familyM80unassignedpeptidases(Hypocreavirens)[M80.UPW]#M80#{peptidaseunit:16-148}~sourceEHK21538~	5.1e-72	97	132
PNP37440.1	MER0279653-subfamilyC14Bunassignedpeptidases(Trichodermareesei)[C14.UPB]#C14B#{peptidaseunit:1-316}~sourceEGR46784~	5.1e-154	86.1	310
PNP37473.1	MER0064110-S-formylglutathionehydrolaseFrmB({Escherichicoli})(Gibberellazeae)[S09.940]#S09B#{peptidaseunit:12-282}~sourceXP_386857~	3.2e-124	74.9	271
PNP37498.1	MER0889833-familyM18unassignedpeptidases(Trichodermagamsii)[M18.UPW]#M18#{peptidaseunit:7-483}~sourceXP_018661320~	4.4e-278	99.8	477
PNP37512.1	MER0156739-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:15-165}~sourceENSDORP00000002689~	0.00055	27.4	113
PNP37551.1	MER0064104-ubiquitin-specificendopeptidase39[misleading](Gibberellazeae)[C19.972]#C19#{peptidaseunit:79-534}~sourceXP_386965~	2.1e-233	85.3	457
PNP37554.1	MER0064103-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:118-372}~sourceXP_386968~	4e-115	74.7	261
PNP37560.1	MER0157482-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:31-204}~sourceENSDORP00000013670~	3.2e-06	28.7	129
PNP37563.1	MER0460617-familyC48unassignedpeptidases(Trichodermaatroviride)[C48.UPW]#C48#{peptidaseunit:625-882}~sourceEHK41677~	9e-138	95	258
PNP37565.1	MER1090793-subfamilyT1Anon-peptidasehomologues(Trichodermareesei)[T01.UNA]#T01A#{peptidaseunit:4-196}~sourceA0A024S660~	4.1e-96	98.3	175
PNP37581.1	MER0064099-m-AAApeptidase(Gibberellazeae)[M41.003]#M41#{peptidaseunit:616-883}~sourceXP_386992~	1.5e-127	86.3	270
PNP37596.1	MER0626696-familyC110non-peptidasehomologues(Trichodermaatroviride)[C110.UNW]#C110#{peptidaseunit:832-929}~sourceEHK41644~	9.3e-54	99	98
PNP37603.1	MER0152984-familyS9non-peptidasehomologues(Scheffersomycesstipitis)[S09.UNW]#S09X#{peptidaseunit:55-322}~sourceEAZ63920~	3e-29	29.3	290
PNP37609.1	MER0708568-familyC19unassignedpeptidases(Metarhiziumguizhouense)[C19.UPW]#C19#{peptidaseunit:34-555}~sourceA0A0B4HXK1~	8.2e-203	65.5	553
PNP37614.1	MER1118174-familyI4unassignedpeptidaseinhibitors(Enterobiusvermicularis)[I04.UPW]#I04#{inhibitorunit:261-509}~sourceEVEC_0000955001~	2.1e-34	48.2	168
PNP37645.1	MER0697240-familyC15unassignedpeptidases(Hypocreavirens)[C15.UPW]#C15#{peptidaseunit:9-206}~sourceG9MYL3~	3.5e-103	88.4	198
PNP37662.1	MER0425754-subfamilyA1Aunassignedpeptidases(Trichodermaatroviride)[A01.UPA]#A01A#{peptidaseunit:2-297}~sourceEHK44766~	3.3e-168	98	296
PNP37679.1	MER1095164-familyT2unassignedpeptidases(Trichodermaatroviride)[T02.UPW]#T02#{peptidaseunit:85-171,183-289}~sourceG9NXH9~	6.2e-104	91.7	205
PNP37684.1	MER0199362-familyA11non-peptidasehomologues(Oryzasativa)[A11.UNW]#A11X#{peptidaseunit:1289-1365}~sourceABA96609~	2.8e-07	43.5	69
PNP37689.1	MER0480584-YFR006Wg.p.({Saccharomycescerevisiae})(Trichodermaatroviride)[M24.A09]#M24B#{peptidaseunit:185-490}~sourceEHK48585~	2.3e-173	98	306
PNP37720.1	MER0214426-familyS33unassignedpeptidases(Arthrodermaotae)[S33.UPW]#S33#{peptidaseunit:108-367}~sourceEEQ27828~	3e-104	67.4	267
PNP37728.1	MER0391587-subfamilyM16Bnon-peptidasehomologues(Trichodermaatroviride)[M16.UNB]#M16B#{peptidaseunit:61-258}~sourceEHK48628~	2.5e-104	96.5	198
PNP37739.1	MER0228745-familyT3unassignedpeptidases(Magnaportheoryzae)[T03.UPW]#T03#{peptidaseunit:386-475}~sourceXP_001522096~	3.4e-08	42.2	83
PNP37763.1	MER0348166-subfamilyC2Aunassignedpeptidases(Trichodermaatroviride)[C02.UPA]#C02A#{peptidaseunit:155-432}~sourceEHK41550~	1.5e-164	99.3	278
PNP37769.1	MER0983815-subfamilyS8Anon-peptidasehomologues(Caproniacoronata)[S08.UNA]#S08A#{peptidaseunit:423-641}~sourceW9Z0H1~	5.5e-39	44.1	222
PNP37772.1	MER0316886-BapFpeptidase({Pseudomonas}sp.)(Trichodermaatroviride)[P01.003]#P01#{peptidaseunit:269-393}~sourceEHK41531~	2.8e-57	92.1	126
PNP37794.1	MER0383814-subfamilyA1Aunassignedpeptidases(Trichodermaatroviride)[A01.UPA]#A01A#{peptidaseunit:101-414}~sourceEHK41514~	1.3e-166	91.4	314
PNP37797.1	MER0211021-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:96-351}~sourceXP_386673~	5.2e-74	53.8	260
PNP37822.1	MER0136116-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:521-715}~sourceBDEG_08400~	3.9e-12	32.1	165
PNP37842.1	MER0135310-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:241-408}~sourceBDEG_00552~	9.1e-11	28.2	163
PNP37849.1	MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~	7.9e-08	43.5	69
