KAF3054652.1	MER0624768-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:28-241}~sourceXP_383292~	3.7e-10	25.2	202
KAF3054665.1	MER1027628-familyS12unassignedpeptidases(Hypocreavirens)[S12.UPW]#S12#{peptidaseunit:97-339}~sourceG9N0V1~	6.7e-124	88	242
KAF3054667.1	MER0161332-familyC56non-peptidasehomologues(Talaromycesstipitatus)[C56.UNW]#C56#{peptidaseunit:112-218}~sourceEED15519~	3e-43	71	107
KAF3054673.1	MER0059881-familyS33non-peptidasehomologues(Sinorhizobiummedicae)[S33.UNW]#S33#{peptidaseunit:117-429}~sourceYP_001314213~	2e-81	45.2	310
KAF3054679.1	MER0999770-familyS9unassignedpeptidases(Pilodermacroceum)[S09.UPW]#S09X#{peptidaseunit:92-481}~sourceA0A0C3EXR5~	1.3e-145	64.4	388
KAF3054680.1	MER0999770-familyS9unassignedpeptidases(Pilodermacroceum)[S09.UPW]#S09X#{peptidaseunit:92-481}~sourceA0A0C3EXR5~	8.1e-143	60.6	391
KAF3054692.1	MER0467314-subfamilyM10Bunassignedpeptidases(Aspergillusoryzae)[M10.UPB]#M10B#{peptidaseunit:87-221}~sourceBAE55462~	7.8e-27	50.4	127
KAF3054697.1	MER0065442-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:54-341}~sourceXP_382060~	2.5e-12	39.1	92
KAF3054763.1	MER1076567-familyS54unassignedpeptidases(Hypocreavirens)[S54.UPW]#S54#{peptidaseunit:346-528}~sourceG9MMG2~	3.1e-99	98.4	183
KAF3054775.1	MER0032700-familyS33unassignedpeptidases(Aspergillusfumigatus)[S33.UPW]#S33#{peptidaseunit:64-395}~sourceXP_751599~	1.3e-90	51.5	332
KAF3055278.1	MER0626142-familyS9unassignedpeptidases(Aspergillusniger)[S09.UPW]#S09X#{peptidaseunit:81-342}~sourceXP_001395837~	3.6e-80	54.6	262
KAF3055282.1	MER1178967-familyG1unassignedpeptidases(Trichodermaguizhouense)[G01.UPW]#G01#{peptidaseunit:344-546}~sourceOPB44713~	8.8e-115	98	203
KAF3055288.1	MER0213759-familyS33unassignedpeptidases(Capnocytophagasputigena)[S33.UPW]#S33#{peptidaseunit:19-244}~sourceZP_03390837~	1.1e-11	36.3	113
KAF3055308.1	MER0065243-familyS9unassignedpeptidases(Gibberellazeae)[S09.UPW]#S09X#{peptidaseunit:49-299}~sourceXP_389288~	2.1e-63	45	249
KAF3055326.1	MER0131514-familyS33unassignedpeptidases(Nakamurellamultipartita)[S33.UPW]#S33#{peptidaseunit:6-262}~sourceGEBA2500710535~	8.6e-58	42.8	257
